REQUISITION_NUMBER,REQUISITION_HEADER_ID,REQUISITION_LINE_ID,REQ_BU_ID,NAME,CREATION_DATE,FUNDS_STATUS,DESCRIPTION,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,ATTRIBUTE16,ATTRIBUTE17,ATTRIBUTE18,ATTRIBUTE19,ATTRIBUTE20,LAST_UPDATE_DATE,LINE_NUMBER,LINE_TYPE,UOM_CODE,UNIT_PRICE,ITEM_ID,ITEM_DESCRIPTION,AMOUNT,CURRENCY_AMOUNT,PO_ORDER,SECONDARY_UOM_CODE,SECONDARY_QUANTITY,CREATED_BY,DESTINATION_TYPE_CODE,DESTINATION_ORGANIZATION_ID,SOURCE_TYPE_CODE,DOCUMENT_STATUS,CATEGORY,CONVERSION_TYPE,CONVERSION_DATE,CONVERSION_RATE,LOCATION,VENDOR_ID,VENDOR_SITE_ID,ATTRIBUTE_CATEGORY,ATTRIBUTE1_L,ATTRIBUTE2_L,ATTRIBUTE3_L,ATTRIBUTE_CATEGORY_L,BUDGET_DATE,FUNDS_STATUS,REQUISITION_LINE_ID,PERCENT,DISTRIBUTION_CURRENCY_AMOUNT,DISTRIBUTION,CHARGE_ACCOUNT
217000040,5022,6050,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171202,RESERVED,LINFOX_12819422_PR1214843220161020-144355-399_1.txt,LINFOX,12819422,,,,,,,,,,,,,,,,,,,20171202,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000114,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1.000,,,"20171202 000000",RESERVED,6050,100,480000,1,11.00000.117101.000000.00.0000
217000041,5023,6052,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171202,RESERVED,LINFOX_12819344_PR1214843220161020-144355-399_1.txt,LINFOX,12819344,,,,,,,,,,,,,,,,,,,20171202,1,Goods,PCS,150,300000001622008,"PEPSI PET 550ML",,,317000109,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-CHL,300000000943255,300000001045007,,,1.000,,,"20171202 000000",RESERVED,6052,100,30000,1,11.00000.117101.000000.00.0000
217000042,5024,6054,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171202,RESERVED,LINFOX_12819423_PR1214843220161020-144355-399_1.txt,LINFOX,12819423,,,,,,,,,,,,,,,,,,,20171202,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000113,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1.000,,,"20171202 000000",RESERVED,6054,100,720000,1,11.00000.117101.000000.00.0000
217000043,5025,6057,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171202,LIQUIDATED,LINFOX_12819277_PR1214843220161020-144355-399_1.txt,LINFOX,12819277,,,,,,,,,,,,,,,,,,,20171202,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000121,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1.000,,,"20171202 000000",LIQUIDATED,6057,100,60000,1,11.00000.117101.000000.00.0000
217000043,5025,6058,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171202,LIQUIDATED,LINFOX_12819277_PR1214843220161020-144355-399_1.txt,LINFOX,12819277,,,,,,,,,,,,,,,,,,,20171202,2,Goods,PCS,150,300000001622008,"PEPSI PET 550ML",,,317000121,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,2.000,,,"20171202 000000",LIQUIDATED,6058,100,45000,1,11.00000.117101.000000.00.0000
217000116,3077,7158,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946939_PR01122017_2.txt,LINFOX,12946939,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000133,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7158,100,2000,1,11.00000.117101.000000.00.0000
217000117,3078,7160,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946975_PR01122017_2.txt,LINFOX,12946975,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000139,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7160,100,2000,1,11.00000.117101.000000.00.0000
217000118,3079,7162,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946986_PR01122017_2.txt,LINFOX,12946986,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000127,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7162,100,2000,1,11.00000.117101.000000.00.0000
217000119,3080,7164,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947005_PR01122017_2.txt,LINFOX,12947005,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000132,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7164,100,2000,1,11.00000.117101.000000.00.0000
217000120,3081,7166,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947011_PR01122017_2.txt,LINFOX,12947011,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000137,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7166,100,2000,1,11.00000.117101.000000.00.0000
217000121,3082,7168,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947015_PR01122017_2.txt,LINFOX,12947015,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000123,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7168,100,2000,1,11.00000.117101.000000.00.0000
217000122,3083,7170,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946992_PR01122017_2.txt,LINFOX,12946992,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000124,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7170,100,2000,1,11.00000.117101.000000.00.0000
217000123,3084,7172,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946996_PR01122017_2.txt,LINFOX,12946996,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000143,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7172,100,2000,1,11.00000.117101.000000.00.0000
217000124,3085,7174,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946991_PR01122017_2.txt,LINFOX,12946991,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000130,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7174,100,2000,1,11.00000.117101.000000.00.0000
217000125,3086,7176,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947016_PR01122017_2.txt,LINFOX,12947016,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000134,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7176,100,2000,1,11.00000.117101.000000.00.0000
217000126,3087,7178,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946940_PR01122017_2.txt,LINFOX,12946940,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000138,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7178,100,2000,1,11.00000.117101.000000.00.0000
217000127,3088,7180,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946941_PR01122017_2.txt,LINFOX,12946941,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000126,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7180,100,2000,1,11.00000.117101.000000.00.0000
217000129,3090,7184,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947010_PR01122017_2.txt,LINFOX,12947010,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000129,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7184,100,2000,1,11.00000.117101.000000.00.0000
217000130,3091,7186,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947014_PR01122017_2.txt,LINFOX,12947014,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000136,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7186,100,2000,1,11.00000.117101.000000.00.0000
217000131,3092,7188,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946989_PR01122017_2.txt,LINFOX,12946989,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000141,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7188,100,2000,1,11.00000.117101.000000.00.0000
217000133,3094,7192,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946993_PR01122017_2.txt,LINFOX,12946993,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000125,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7192,100,2000,1,11.00000.117101.000000.00.0000
217000134,3095,7194,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946994_PR01122017_2.txt,LINFOX,12946994,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000128,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7194,100,2000,1,11.00000.117101.000000.00.0000
217000135,3096,7196,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946998_PR01122017_2.txt,LINFOX,12946998,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000140,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7196,100,2000,1,11.00000.117101.000000.00.0000
217000136,3097,7198,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946988_PR01122017_2.txt,LINFOX,12946988,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000135,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7198,100,2000,1,11.00000.117101.000000.00.0000
217000143,3104,7212,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947006_PR01122017_2.txt,LINFOX,12947006,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000142,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7212,100,2000,1,11.00000.117101.000000.00.0000
217000144,3105,7214,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947008_PR01122017_2.txt,LINFOX,12947008,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000157,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7214,100,2000,1,11.00000.117101.000000.00.0000
217000145,3106,7216,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946995_PR01122017_2.txt,LINFOX,12946995,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000144,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7216,100,2000,1,11.00000.117101.000000.00.0000
217000146,3107,7218,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946999_PR01122017_2.txt,LINFOX,12946999,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000156,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7218,100,2000,1,11.00000.117101.000000.00.0000
217000147,3108,7220,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947000_PR01122017_2.txt,LINFOX,12947000,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000150,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7220,100,2000,1,11.00000.117101.000000.00.0000
217000148,3109,7222,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946938_PR01122017_2.txt,LINFOX,12946938,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000146,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-AMB,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7222,100,2000,1,11.00000.117101.000000.00.0000
217000149,3110,7224,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946987_PR01122017_2.txt,LINFOX,12946987,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000151,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7224,100,2000,1,11.00000.117101.000000.00.0000
217000150,3111,7226,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947007_PR01122017_2.txt,LINFOX,12947007,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000145,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7226,100,2000,1,11.00000.117101.000000.00.0000
217000151,3112,7228,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946997_PR01122017_2.txt,LINFOX,12946997,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000149,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7228,100,2000,1,11.00000.117101.000000.00.0000
217000132,3093,7190,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947001_PR01122017_2.txt,LINFOX,12947001,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000152,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7190,100,2000,1,11.00000.117101.000000.00.0000
217000128,3089,7182,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12946990_PR01122017_2.txt,LINFOX,12946990,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000131,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7182,100,2000,1,11.00000.117101.000000.00.0000
217000137,3098,7200,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947009_PR01122017_2.txt,LINFOX,12947009,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000148,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7200,100,2000,1,11.00000.117101.000000.00.0000
217000138,3099,7202,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947004_PR01122017_2.txt,LINFOX,12947004,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000154,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7202,100,2000,1,11.00000.117101.000000.00.0000
217000139,3100,7204,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947012_PR01122017_2.txt,LINFOX,12947012,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000153,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7204,100,2000,1,11.00000.117101.000000.00.0000
217000140,3101,7206,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947013_PR01122017_2.txt,LINFOX,12947013,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000147,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7206,100,2000,1,11.00000.117101.000000.00.0000
217000141,3102,7208,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947002_PR01122017_2.txt,LINFOX,12947002,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000158,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7208,100,2000,1,11.00000.117101.000000.00.0000
217000142,3103,7210,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",20171203,LIQUIDATED,LINFOX_12947003_PR01122017_2.txt,LINFOX,12947003,,,,,,,,,,,,,,,,,,,20171203,1,Goods,PCS,200,300000001630252,"BROWN BUN",,,317000155,,,WWP-PROCUREMENT,INVENTORY,300000001870244,EXTERNAL,APPROVED,,,,,LFX-FZN,300000000943255,300000001045007,,,1,,,"20171203 000000",LIQUIDATED,7210,100,2000,1,11.00000.117101.000000.00.0000
